Price,Close,High,Low,Open,Volume
Ticker,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
Date,,,,,
2016-10-01,241.71571350097656,254.59382785127391,208.75645554433262,219.14626774967704,421840208
2016-11-01,231.84976196289062,260.53086758595987,213.90770179271226,243.98575439235503,499721588
2016-12-01,222.9005584716797,235.56039269952842,215.39195227983942,232.4609217539739,253998739
2017-01-01,234.81826782226562,240.6243352672268,216.61428743263932,223.77364581835536,397302584
2017-02-01,241.27915954589844,255.5542358425147,229.448758795016,232.11169952225183,378983049
2017-03-01,241.71571350097656,251.62531007831836,230.93301225456437,242.370523684566,370807375
2017-04-01,243.15631103515625,254.5938222118074,231.5441759976449,243.4182321718761,294766478
2017-05-01,285.0211486816406,285.8505681790993,236.82642144738824,243.15634682586955,686787964
2017-06-01,278.66064453125,285.5013401524329,272.2259684836721,284.1916903562181,316970249
2017-07-01,292.9016418457031,304.37185391970417,279.2535425249735,282.06059129063755,273531020
2017-08-01,288.4974365234375,295.41830147569465,253.16726754379667,294.1599489664276,230083469
2017-09-01,267.7349853515625,290.385010242586,260.5237457814086,290.09463704813976,265346113
2017-10-01,290.4817810058594,304.5654407251371,246.8272330889046,267.7349575643329,484037908
2017-11-01,297.6930236816406,321.6982024534134,292.70808687189356,293.2888628051485,338858264
2017-12-01,303.9362487792969,308.96959974684984,277.8016031836248,299.7740762965208,223570224
2018-01-01,341.637939453125,353.97930105498347,297.6446033389402,303.9362778810642,364937739
2018-02-01,303.2103271484375,344.4933873311411,301.12924062738347,336.41099919917485,291549305
2018-03-01,269.42889404296875,303.9363063567889,264.7827162221007,302.6295679215607,369766992
2018-04-01,275.0914001464844,285.44844735994184,250.50544666408524,264.25034839647424,505069489
2018-05-01,276.6401062011719,307.32413390618393,266.7186184136494,275.0914097878828,437411078
2018-06-01,266.5733642578125,292.9984110502165,260.95926733373244,285.54518590735,438940061
2018-07-01,294.4987487792969,298.61253573841606,248.27914235625192,265.21826512909564,494208829
2018-08-01,331.61962890625,335.68500060635637,284.674060560015,292.90163439389124,484866786
2018-09-01,297.0785827636719,334.4625644035284,291.7310708328015,334.07366037921463,327737124
2018-10-01,345.1575927734375,346.6646070141398,286.62663136974606,297.80779282578703,603713714
2018-11-01,345.3034362792969,364.8947702312578,338.01137428689384,347.10215083838483,417163584
2018-12-01,350.16485595703125,359.0125649128768,326.6844192572149,348.94951213538985,320932298
2019-01-01,354.3456115722656,372.91603907487115,327.3163506036173,351.4773886483154,467373555
2019-02-01,340.4421081542969,354.7831653663681,326.8302572411445,354.3942612745741,289573739
2019-03-01,389.3961486816406,391.2434653003913,340.92823260557253,342.2894117103636,358316549
2019-04-01,396.2020568847656,399.6050193365366,374.3258696948092,390.31980508672405,251261681
2019-05-01,411.9529113769531,427.0231732187742,364.84617781570205,396.2020451962654,507747687
2019-06-01,424.9814147949219,431.59287302528315,396.59097250141554,414.1891561991003,267981614
2019-07-01,412.8280029296875,429.7455833065544,390.56290963837256,427.3148956181689,344304683
2019-08-01,399.26556396484375,417.0529352596659,376.020144022542,412.52081646758785,412162542
2019-09-01,422.7059020996094,447.02341240757437,374.606897576986,399.2655414832049,501614791
2019-10-01,451.3118896484375,469.7815280103329,401.0686696602739,425.87353609699744,447445335
2019-11-01,499.6058349609375,506.8182726359354,448.8265664400928,454.8206612157423,775793243
2019-12-01,525.2391357421875,538.2019744456297,491.8573290745112,500.43427062683827,320436566
2020-01-01,512.3250122070312,533.52365864089,501.9449615373451,526.213780560249,361507539
2020-02-01,484.6449279785156,536.7400055381485,479.7229551877349,510.71682707037144,308682231
2020-03-01,315.5430908203125,507.35429212253064,261.49871016292036,495.3661031951315,1021896831
2020-04-01,370.51336669921875,382.9889104429963,274.3641046966084,310.9134969741317,876618715
2020-05-01,323.5352478027344,370.5133844092139,278.31144046787006,370.5133844092139,1051248074
2020-06-01,342.5409240722656,370.3671834581794,315.8842274193101,330.40651366400743,1009599311
2020-07-01,338.0087585449219,385.62043818494044,331.7710017173837,345.2699161743346,1011022868
2020-08-01,384.59710693359375,411.3025256350359,331.86850705860127,338.00879352949687,831045880
2020-09-01,345.7572326660156,389.5190300905947,325.28957407267853,384.6945284114044,613523589
2020-10-01,382.6477966308594,417.63774403276807,349.168545623662,349.168545623662,589905493
2020-11-01,461.3507995605469,486.3505778224665,396.682735819126,406.4292403847065,740748991
2020-12-01,521.4866943359375,524.8492501761584,460.22993935010805,467.53981748626626,531995383
2021-01-01,523.3872680664062,546.7788778123909,499.0210079143389,521.9740130799984,426883599
2021-02-01,582.5972900390625,662.1775208299551,537.032382787994,538.0070332104768,595364253
2021-03-01,567.3439331054688,621.8269103291705,542.97767486373,592.1487958931457,484732989
2021-04-01,585.2776489257812,612.5191434003493,517.6856578117133,572.6559125426149,542322720
2021-05-01,645.9495849609375,648.1425484708011,569.8781293274793,577.5291115556043,332116990
2021-06-01,614.906982421875,648.0450971679643,600.6283297728687,647.7039338234015,271263271
2021-07-01,665.198974609375,674.9454797318566,614.0785433443692,617.8797041373157,261916202
2021-08-01,702.8744506835938,703.7053651307882,658.6912446614053,668.661800392848,253046942
2021-09-01,685.0838623046875,718.8566834768629,678.7790073222635,711.2321022348226,206095807
2021-10-01,784.0072631835938,847.4961754573756,672.4251900668434,677.4104378223313,327331220
2021-11-01,698.2801513671875,791.7784586518522,694.5167837927667,789.5302107634141,295114733
2021-12-01,723.4998779296875,752.3851199155424,682.4935579812917,700.2841493151636,348365793
2022-01-01,771.0553588867188,817.1935725213037,726.2856750996755,726.3345383809178,279251169
2022-02-01,725.992431640625,800.2827559947697,686.50123535594,784.0072860707547,288255231
2022-03-01,713.871337890625,725.9924143883733,627.7043745274151,725.9924143883733,423463671
2022-04-01,726.5789184570312,760.4006022988049,706.8333200940033,708.690602088465,331468931
2022-05-01,735.9140625,739.6774897198758,659.8153792870744,715.5331224268717,270162892
2022-06-01,691.2910766601562,739.9707805414195,654.8790402332503,731.1732415389456,237332561
2022-07-01,800.1849975585938,804.8770659367599,678.4857119890618,687.6254130078254,216490069
2022-08-01,867.3395385742188,870.7119402837747,790.1655634810817,802.2377771762017,247196969
2022-09-01,847.6651611328125,921.0737747911822,823.5725898477152,848.6485313893471,257557559
2022-10-01,893.5885620117188,927.5639922909113,831.6362359959993,845.403419555048,194695277
2022-11-01,937.0535278320312,942.2653781118356,876.428728390295,905.6839930967312,244001307
2022-12-01,876.0353393554688,941.0853036301274,860.6947878811588,940.1019334068984,232247479
2023-01-01,818.0657348632812,892.8018738523383,782.7627188853876,879.133003371277,321387922
2023-02-01,840.634033203125,863.2023924177743,809.4612443313815,829.4236483785722,255975001
2023-03-01,862.6614990234375,866.3491372352789,796.8248528106647,849.6318440082645,353368888
2023-04-01,902.3897094726562,905.143134094028,850.0252450788355,865.562482603863,477530514
2023-05-01,933.3659057617188,942.9045492622239,896.3911479944354,902.3897425891536,400248418
2023-06-01,919.0578002929688,938.3810494749187,899.5870815874339,938.3810494749187,315849697
2023-07-01,981.6985473632812,991.925622375472,920.9262755158657,921.4179606602949,373788451
2023-08-01,942.8062133789062,987.0087174730359,930.2682428750408,984.9928204940926,419882175
2023-09-01,943.7752685546875,988.9860344974619,926.4246363705215,948.7325920358778,321389248
2023-10-01,907.5371704101562,953.8385830576622,891.3267471018053,943.7752528666466,210597412
2023-11-01,926.9699096679688,942.3376121250622,901.5388165574852,906.0004075934156,248661515
2023-12-01,988.0936889648438,1034.791651805452,925.0365586876375,927.9613916352031,337503340
2024-01-01,1019.3744506835938,1050.3577224118774,961.8694983558994,983.0868065269065,406073965
2024-02-01,1043.2191162109375,1060.8672364054944,976.8406024939377,1025.1248853096288,275645002
2024-03-01,1083.9683837890625,1104.0455435726522,1045.0037734273274,1045.9952381079986,351448793
2024-04-01,1140.5809326171875,1159.5675044550649,1039.154052729388,1086.6948542740445,288154205
2024-05-01,1111.4815673828125,1148.5622509084492,1087.5376703051265,1140.5810325681591,298166451
2024-06-01,1189.3609619140625,1224.4588344930658,1042.078961766774,1160.0136326776412,445489292
2024-07-01,1204.530517578125,1247.0643784499339,1169.3830204898861,1189.3610588872336,338193991
2024-08-01,1218.7083740234375,1225.0042717593271,1143.1588114768344,1202.150961765535,252916573
2024-09-01,1273.0,1362.3499755859375,1200.449951171875,1239.0,325324164
2024-10-01,1292.25,1335.3499755859375,1217.4000244140625,1269.800048828125,309154661
2024-11-01,1300.0999755859375,1315.0,1232.550048828125,1289.949951171875,233966225
2024-12-01,1281.6500244140625,1350.449951171875,1272.4000244140625,1299.9000244140625,254016863
